Signature ID,Percent Overlap (SCC25_PI),adj p-val (SCC25_PI),Overlap (SCC25_PI),Score (SCC25_PI)
KINASE-iKiP_MAPK8.JNK1,35,0.5399546122,P29966;S101-p;u|Q8WUF5;S567-p;u|P17980;S376-p;u|P05198;T279-p;u|Q14847;T104-p;u|Q9Y2X7;S362-p;u|Q12792;S143-p;u|O75152;S108-p;u|P23396;T242-p;u|Q12774;S450-p;u|P27708;S1038-p;u|Q14247;S418-p;u|Q9BXK5;S426-p;u|Q9C0C2;S601-p;u|P51812;S715-p;u|Q92530;S153-p;u|O43242;S430-p;u|P53396;S481-p;u|P30050;S165-p;u|Q8TD19;S29-p;u|P20290;T182-p;u|A0MZ66;T537-p;u|Q07866;S460-p;u|Q6Y7W6;T382-p;u|Q15545;S201-p;u|Q8N556;S668-p;u|P27816;S507-p;u|Q07020;S130-p;u|P49721;S76-p;u|Q96EN8;S530-p;u|Q9UHI6;T552-p;u|Q9H1A4;S313-p;u|Q13200;S16-p;u|P12429;S19-p;u|Q15477;S245-p;u|Q9H773;S85-p;u|Q9H910;S97-p;u|Q9C0C2;S712-p;u|Q9NYB0;S203-p;u|P06733;S263-p;u|Q86WB0;S335-p;u|P55209;T62-p;u|Q9Y6G9;S516-p;u|P28715;S384-p;u|Q9Y2W2;S237-p;u|Q9NUQ3;S97-p;u|Q14160;S504-p;u|P05387;S17-p;u|O95757;T545-p;u|Q9P2E9;S1277-p;u|P00966;T219-p;u|O43598;S169-p;u|Q9NTJ3;S22-p;u|Q86WB0;S344-p;u|O75533;T207-p;u|Q13501;S272-p;u|Q9UNE7;S19-p;u|Q9UNE7;S23-p;u|P15880;T252-p;u|Q86UE4;T143-p;u|P29966;S81-p;u|Q09666;T3716-p;u|Q16643;T346-p;u|Q8N1F7;S430-p;u|Q13263;S752-p;u|Q9UKG1;S401-p;u|Q96QK1;S783-p;u|Q15645;S18-p;u|Q96MH2;T32-p;u|O75533;T223-p;u|O75533;T227-p;u|Q9H910;T76-p;u|Q14980;T2000-p;u|Q9UQ35;S1387-p;u|Q86UY5;S357-p;u|P49023;S303-p;u|Q09666;S216-p;u|Q12774;S445-p;u|Q7Z309;S115-p;u|Q7Z309;S119-p;u|P29966;S27-p;u|O75533;S488-p;u|Q9UKN8;S611-p;u|O00161;S110-p;u|P78316;S96-p;u|P49792;S1400-p;u|Q96MH2;S29-p;u|Q96AE4;S630-p;u|Q9BZH6;S1216-p;u|Q9UQ35;S1320-p;u|O43765;T81-p;u|Q13610;S57-p;u|Q15773;S238-p;u|P85037;T436-p;u|Q13501;T269-p;u|P04083;S170-p;u|P60866;T9-p;u|Q9UKS6;S341-p;u|P04083;S37-p;u|Q8WXI9;T120-p;u|P33991;S131-p;u|P52292;S62-p;u|Q12888;S380-p;u|Q13573;S224-p;u|Q13573;S232-p;u|P49023;S106-p;u|Q96E09;S143-p;u|Q8WXI9;S135-p;u|Q9H6F5;S102-p;u|Q7Z5L9;S460-p;u|Q9BYG3;T234-p;u|Q9UQ35;S1329-p;u|Q8WW12;T139-p;u|Q9BYG3;T238-p;u|Q9BTC0;T1469-p;u|P35269;T389-p;u|P14866;S101-p;u|Q9C0C2;S498-p;u|Q14137;T106-p;u|Q68CZ2;S660-p;u|P15374;S130-p;u|Q9C0C2;S1383-p;u|Q8NBJ5;S616-p;u|Q7Z5L9;S175-p;u|Q9UQ35;T1413-p;u|Q09666;T4100-p;u|P49792;T1144-p;u|P18850;S94-p;u|P04083;S34-p;u|P23246;T687-p;u|P25789;S13-p;u|Q9UQ35;S2272-p;u|Q9UKX7;S221-p;u,-1.2763999701
KINASE-iKiP_MAPK7.ERK5,34.8,0.4192653061,Q99733;T51-p;u|O14745;S280-p;u|P23396;T242-p;u|P52597;S107-p;u|P30050;S165-p;u|Q8TD19;S29-p;u|P20290;T182-p;u|P04792;S83-p;u|Q9H773;S85-p;u|Q99759;S337-p;u|P11142;S221-p;u|P23381;S351-p;u|O95067;S392-p;u|P06733;S263-p;u|Q99759;S340-p;u|Q9Y2W2;S237-p;u|Q14160;S504-p;u|Q9NQX3;S188-p;u|Q9NQX3;S194-p;u|Q9UHI6;T705-p;u|Q96IZ0;S259-p;u|O15143;S336-p;u|O14579;S307-p;u|O60749;S119-p;u|Q9H6F5;S80-p;u|Q15773;S238-p;u|P60866;T9-p;u|Q13573;S224-p;u|Q13573;S232-p;u|Q9P206;S96-p;u|Q9H6F5;S113-p;u|Q9C0C2;S494-p;u|Q9C0C2;S498-p;u|O00151;S130-p;u|Q7KZF4;S781-p;u|Q99759;S175-p;u|Q8NBJ5;S616-p;u|P25205;T722-p;u|Q99759;S166-p;u|Q9Y5M8;S257-p;u,-1.5520999432
KINASE-iKiP_MAPK3.ERK1,34.5,0.8280038537,Q9C0C2;S1029-p;u|P49327;T2204-p;u|Q9C0C2;S1297-p;u|Q9C0C2;S691-p;u|P17980;S376-p;u|P10398;S186-p;u|Q99733;T51-p;u|O14745;S280-p;u|P31943;T107-p;u|P27708;S1038-p;u|Q09666;S93-p;u|P53621;S173-p;u|P04792;S176-p;u|Q14247;S418-p;u|P34932;T538-p;u|Q9C0C2;S601-p;u|P51812;S715-p;u|Q92530;S153-p;u|Q14247;T399-p;u|Q7Z417;S629-p;u|Q8TAP8;S52-p;u|Q6P2E9;S844-p;u|P30050;S165-p;u|Q8TD19;S29-p;u|Q9HCD6;S169-p;u|A0MZ66;T537-p;u|Q9H501;S198-p;u|O14545;S327-p;u|Q8N556;S668-p;u|Q13200;S16-p;u|Q9H773;S85-p;u|Q86WB0;S370-p;u|Q9NYB0;S203-p;u|Q9BSJ8;S1034-p;u|P55209;T62-p;u|Q9Y6G9;S516-p;u|Q7Z5K2;S226-p;u|Q7Z5K2;S221-p;u|P13489;T82-p;u|Q09666;T4430-p;u|Q99459;T385-p;u|Q9NUQ3;S97-p;u|Q14160;S504-p;u|Q96EK5;S178-p;u|P16949;S25-p;u|Q9Y6G9;S207-p;u|P62081;S174-p;u|O43598;S169-p;u|Q15365;S190-p;u|Q9NTJ3;S22-p;u|Q86WB0;S344-p;u|Q13501;S272-p;u|Q9NQX3;S188-p;u|Q9NQX3;S194-p;u|P48637;S415-p;u|Q6ZW49;S235-p;u|Q8N6T3;S343-p;u|Q13263;S752-p;u|Q15645;S18-p;u|O75533;T223-p;u|O75533;T227-p;u|Q14980;T2000-p;u|Q86UY5;S357-p;u|Q7Z309;S115-p;u|Q7Z309;S119-p;u|Q15003;T49-p;u|Q9NQW6;S323-p;u|Q9NQW6;T320-p;u|P07814;S886-p;u|O15446;S285-p;u|Q9UQ35;S1320-p;u|Q14247;T401-p;u|Q8TD19;S869-p;u|Q15773;S238-p;u|P85037;T436-p;u|Q13501;T269-p;u|Q9UKS6;S341-p;u|P04083;S37-p;u|Q15018;S280-p;u|P52292;S62-p;u|P16152;S56-p;u|Q8NE71;S22-p;u|P49023;S106-p;u|Q8WXI9;S135-p;u|Q9NUU7;S85-p;u|Q9UQ35;S1329-p;u|Q8WW12;T139-p;u|Q9BYG3;T238-p;u|P35269;T389-p;u|Q8NBJ5;S616-p;u|P25205;T722-p;u|Q09666;T4100-p;u|Q09666;T4564-p;u|Q8WUF5;S113-p;u|P04083;S34-p;u|Q5T6F2;S432-p;u|O75410;S276-p;u|P57740;S11-p;u|Q9C0C2;S695-p;u|Q8WUF5;S110-p;u|P24534;S8-p;u|Q8WUF5;T123-p;u|O95747;S359-p;u|Q92922;T335-p;u|Q9UKX7;S221-p;u,-0.5483999848
KINASE-iKiP_MAPK15.ERK7,30.8,0.1363636364,O14745;S280-p;u|P20700;T575-p;u|P53396;S481-p;u|Q9H773;S85-p;u|P10809;S70-p;u|P28715;S384-p;u|P16949;S25-p;u|Q9Y4H2;S1203-p;u|P11388;S1213-p;u|P24928;S1920-p;u|Q8TD19;S869-p;u|Q15018;S280-p;u|Q8N5J2;S103-p;u|P16152;S56-p;u|Q8WXI9;S135-p;u|Q9H6F5;S113-p;u|Q8IVT2;S78-p;u|O95714;T1944-p;u|Q15003;S81-p;u|Q9UQ35;S2272-p;u,-2.5627999306
KINASE-iKiP_MAPK14,33.7,0.2315139909,Q9C0C2;S1029-p;u|P17980;S376-p;u|P28066;S56-p;u|Q9Y2X7;S362-p;u|Q12792;S143-p;u|O14745;S280-p;u|Q12774;S450-p;u|P31943;T107-p;u|P27708;S1038-p;u|Q14247;T399-p;u|Q07960;S51-p;u|Q9C0C2;S1385-p;u|P30050;S165-p;u|Q8TD19;S29-p;u|Q9HCD6;S169-p;u|P20290;T182-p;u|A0MZ66;T537-p;u|P42566;S814-p;u|O14545;S327-p;u|P24928;S1878-p;u|P12429;S19-p;u|Q9H773;S85-p;u|Q9H910;S97-p;u|P11142;S221-p;u|P23396;T221-p;u|Q86WB0;S370-p;u|Q9NYB0;S203-p;u|P06733;S263-p;u|A0MZ66;S494-p;u|Q86WB0;S335-p;u|Q9BSJ8;S1034-p;u|Q9Y6G9;S516-p;u|Q9Y2W2;S237-p;u|Q14160;S504-p;u|P16949;S25-p;u|O43598;S169-p;u|Q15365;S190-p;u|Q86WB0;S344-p;u|Q13501;S272-p;u|O76080;S58-p;u|Q09666;T3716-p;u|Q9Y2U5;S164-p;u|P20700;S23-p;u|P34932;S415-p;u|Q96QK1;S783-p;u|P24928;S1913-p;u|Q12888;S552-p;u|P12268;S122-p;u|O75533;T223-p;u|P29692;S162-p;u|Q12774;S445-p;u|O14579;S307-p;u|O60749;S119-p;u|P20700;T20-p;u|Q9Y676;S49-p;u|P07814;S886-p;u|Q9H6F5;S80-p;u|Q13242;S211-p;u|P24928;S1920-p;u|Q9UQ35;S1320-p;u|O43765;T81-p;u|Q8IWZ8;S411-p;u|Q14247;T401-p;u|Q9UKS6;S319-p;u|Q8IWZ8;S409-p;u|Q15773;S238-p;u|P85037;T436-p;u|Q13501;T269-p;u|P04083;S170-p;u|P24928;T1885-p;u|Q9UKS6;S341-p;u|P04083;S37-p;u|Q8WXI9;T120-p;u|P52292;S62-p;u|Q9UQ35;S1318-p;u|P16152;S56-p;u|P17812;S574-p;u|P49023;S106-p;u|Q96E09;S143-p;u|Q96E09;S147-p;u|Q8WXI9;S135-p;u|Q9H2U2;S317-p;u|Q9UQ35;S1329-p;u|Q8WW12;T139-p;u|Q9BYG3;T238-p;u|Q9H6F5;S113-p;u|P35269;T389-p;u|P14866;S101-p;u|Q9C0C2;S1383-p;u|Q8NBJ5;S616-p;u|Q09666;T4100-p;u|P49792;T1144-p;u|Q09666;T4564-p;u|P04083;S34-p;u|Q9Y3X0;T381-p;u|Q09666;S41-p;u|P25789;S13-p;u|Q15750;S378-p;u|Q9UKX7;S221-p;u,-2.2639000416
KINASE-iKiP_MAPK13,36.8,0.0460984394,P29966;S101-p;u|P49327;T2204-p;u|Q9C0C2;S1297-p;u|Q8WUF5;S567-p;u|P17980;S376-p;u|P10398;S186-p;u|P28066;S56-p;u|Q9Y2X7;S362-p;u|Q12792;S143-p;u|Q99733;T51-p;u|O14745;S280-p;u|Q12774;S450-p;u|Q09666;S93-p;u|P34932;T538-p;u|Q9C0C2;S601-p;u|Q9UJU6;S275-p;u|Q92530;S153-p;u|P80723;T36-p;u|Q8TAP8;S52-p;u|Q6P2E9;S844-p;u|Q14160;S1448-p;u|Q9C0C2;S1385-p;u|P30050;S165-p;u|Q13586;T626-p;u|Q8TD19;S29-p;u|A0MZ66;T537-p;u|O00151;S90-p;u|Q9Y3E2;S45-p;u|Q9UHD1;S110-p;u|Q5SW79;S1529-p;u|Q9UHI6;S703-p;u|P27816;T521-p;u|O15264;S350-p;u|Q13200;S16-p;u|Q14258;S100-p;u|Q15477;S245-p;u|Q9H773;S85-p;u|Q9H910;S97-p;u|Q86WB0;T387-p;u|Q13561;T198-p;u|Q58WW2;S336-p;u|Q9C0C2;S712-p;u|Q86WB0;S370-p;u|P06733;S263-p;u|P42677;S11-p;u|A0MZ66;S494-p;u|P55209;T62-p;u|Q9Y6G9;S516-p;u|Q7Z5K2;S226-p;u|Q7Z5K2;S221-p;u|Q6PCE3;S175-p;u|Q09666;T4430-p;u|P28715;S384-p;u|Q9Y2W2;S237-p;u|Q14160;S504-p;u|Q14160;S1437-p;u|P05387;S17-p;u|P16949;S25-p;u|Q9Y6G9;S207-p;u|O43598;S169-p;u|O94776;S435-p;u|Q15365;S190-p;u|Q9NTJ3;S22-p;u|Q86WB0;S344-p;u|Q9NQX3;S188-p;u|Q9NQX3;S194-p;u|Q86UE4;T143-p;u|P46013;S2105-p;u|Q09666;T3716-p;u|Q16643;T346-p;u|Q8N1F7;S430-p;u|Q9UGP4;S424-p;u|Q13263;S752-p;u|Q12888;S552-p;u|O75533;T223-p;u|O75533;T227-p;u|Q86UY5;S357-p;u|Q96T58;S1278-p;u|Q12774;S445-p;u|Q15003;T49-p;u|P29966;S27-p;u|O95365;S549-p;u|O95817;T285-p;u|Q9HC35;S146-p;u|O00161;S110-p;u|P78316;S96-p;u|P07814;S886-p;u|O95817;S289-p;u|P35221;S641-p;u|Q92576;S1614-p;u|Q9H6F5;S80-p;u|Q13242;S211-p;u|Q4KMP7;S132-p;u|Q9UQ35;S1320-p;u|Q8IWZ8;S411-p;u|Q9UKS6;S319-p;u|Q13610;S57-p;u|Q8IWZ8;S409-p;u|P85037;T436-p;u|Q92945;S181-p;u|P04083;S170-p;u|P60866;T9-p;u|Q8WXI9;S122-p;u|Q9Y5A9;S39-p;u|Q9UKS6;S341-p;u|P04083;S37-p;u|Q8WXI9;T120-p;u|P52292;S62-p;u|Q9UQ35;S1318-p;u|P16152;S56-p;u|O15264;T180-p;u|Q9UQ35;S876-p;u|P46013;S308-p;u|Q13573;S224-p;u|Q8NE71;S22-p;u|Q96E09;S143-p;u|Q96E09;S147-p;u|Q8WXI9;S135-p;u|Q9BYG3;T234-p;u|Q9UQ35;S1329-p;u|Q9BYG3;T238-p;u|Q9BTC0;T1469-p;u|Q9H6F5;S113-p;u|Q13242;S216-p;u|Q9UQ35;S1404-p;u|Q9BUW7;S82-p;u|Q9UQ35;T866-p;u|Q8NBJ5;S616-p;u|Q9Y3E2;S81-p;u|P25205;T722-p;u|Q5UIP0;S2161-p;u|O14545;S480-p;u|P55789;S59-p;u|P34932;S780-p;u|Q15648;S1479-p;u|Q9UQ35;T1413-p;u|Q09666;T4100-p;u|P49792;T1144-p;u|P08865;S75-p;u|Q09666;T4564-p;u|Q9UQ35;S857-p;u|Q15003;S81-p;u|P18850;S94-p;u|P04083;S34-p;u|Q09666;S41-p;u|Q5T6F2;S432-p;u|O75410;S276-p;u|P57740;S11-p;u|Q9UQ35;S2272-p;u|P24534;S8-p;u|Q8WUF5;T123-p;u|Q9UKX7;S221-p;u,-3.282900095
KINASE-iKiP_MAPK12,36.3,0.012,Q7L2J0;S69-p;u|Q9C0C2;S1297-p;u|Q5JSZ5;S556-p;u|Q86WB0;S62-p;u|Q5JSZ5;S563-p;u|P49023;S85-p;u|P17980;S376-p;u|P10398;S186-p;u|Q14847;T104-p;u|Q99733;T51-p;u|O14745;S280-p;u|Q12774;S450-p;u|Q14247;S418-p;u|Q9BXK5;S426-p;u|P34932;T538-p;u|Q9C0C2;S601-p;u|P51812;S715-p;u|Q92530;S153-p;u|P32322;S301-p;u|P80723;T36-p;u|O00178;S25-p;u|Q8TAP8;S52-p;u|P53396;S481-p;u|Q9C0C2;S1385-p;u|Q7L2J0;S254-p;u|P30050;S165-p;u|Q8TD19;S29-p;u|A0MZ66;T537-p;u|Q9H773;S85-p;u|Q9H910;S97-p;u|Q13233;S507-p;u|Q9C0C2;S712-p;u|Q86WB0;S370-p;u|Q9NYB0;S203-p;u|P42677;S11-p;u|Q9C0C2;S228-p;u|A0MZ66;S494-p;u|P55209;T62-p;u|Q9Y6G9;S516-p;u|Q7Z5K2;S226-p;u|P33316;S99-p;u|Q7Z5K2;S221-p;u|P28715;S384-p;u|Q9NUQ3;S97-p;u|P32322;S294-p;u|Q14160;S504-p;u|P05387;S17-p;u|P16949;S25-p;u|Q9Y6G9;S207-p;u|O43598;S169-p;u|Q15365;S190-p;u|P10412;T18-p;u|Q9NTJ3;S22-p;u|P13639;S502-p;u|Q13501;S272-p;u|Q9UHI6;T705-p;u|Q86UE4;T143-p;u|P46013;S2105-p;u|Q7L1V2;S61-p;u|P29966;S81-p;u|Q16643;T346-p;u|Q9UGP4;S424-p;u|Q13263;S752-p;u|Q9UQ35;S2694-p;u|Q15645;S18-p;u|Q9Y4H2;S1203-p;u|Q12888;S552-p;u|O75533;T223-p;u|O75533;T227-p;u|Q9H910;T76-p;u|Q14980;T2000-p;u|P29692;S162-p;u|Q96ST3;S10-p;u|Q09666;S216-p;u|Q12774;S445-p;u|P85037;S416-p;u|Q7Z309;S115-p;u|Q7Z309;S119-p;u|Q9BTE3;S154-p;u|O95365;S549-p;u|Q9NQW6;S323-p;u|Q9NQW6;T320-p;u|Q9HC35;S146-p;u|O00161;S110-p;u|P78316;S96-p;u|P07814;S886-p;u|Q92576;S1614-p;u|O76080;S128-p;u|Q13242;S211-p;u|Q96AE4;S630-p;u|Q9UQ35;S1320-p;u|O43765;T81-p;u|Q13610;S57-p;u|Q8TD19;S869-p;u|Q15773;S238-p;u|P85037;T436-p;u|P85037;S445-p;u|Q13501;T269-p;u|P04083;S170-p;u|P60866;T9-p;u|Q8WXI9;S122-p;u|Q9Y5A9;S39-p;u|P04083;S37-p;u|Q8WXI9;T120-p;u|Q15018;S280-p;u|P52292;S62-p;u|P16152;S56-p;u|Q9UQ35;S876-p;u|P54727;T155-p;u|P46013;S308-p;u|Q8NE71;S22-p;u|P49023;S106-p;u|Q96E09;S143-p;u|Q96E09;S147-p;u|Q8WXI9;S135-p;u|O95817;S377-p;u|Q9BYG3;T234-p;u|Q9UQ35;S1329-p;u|Q12872;S893-p;u|Q8WW12;T139-p;u|P55072;S13-p;u|Q9BYG3;T238-p;u|Q13242;S216-p;u|Q9UQ35;S1404-p;u|Q5UIP0;S2172-p;u|Q9UQ35;T866-p;u|Q8NBJ5;S616-p;u|Q9Y3E2;S81-p;u|Q9UJU6;S232-p;u|P25205;T722-p;u|Q7Z5L9;S175-p;u|Q5UIP0;S2161-p;u|O14545;S480-p;u|P55789;S59-p;u|Q1ED39;S42-p;u|Q9H910;S30-p;u|P34932;S780-p;u|Q9UQ35;T1413-p;u|P49792;T1144-p;u|P08865;S75-p;u|Q9UQ35;S857-p;u|Q9HCD6;S1827-p;u|Q15003;S81-p;u|Q6Y7W6;S236-p;u|P18850;S94-p;u|Q8WUF5;S113-p;u|P04083;S34-p;u|P00519;T852-p;u|Q9Y3X0;T381-p;u|Q09666;S41-p;u|P23246;T687-p;u|P25789;S13-p;u|Q8WUF5;S110-p;u|Q13541;S65-p;u|O95747;S359-p;u|Q9UKX7;S221-p;u,-4.6497998238
KINASE-iKiP_MAPK11,34.9,0.2637992832,Q9C0C2;S1029-p;u|Q14847;T104-p;u|Q9Y2X7;S362-p;u|O14745;S280-p;u|P23396;T242-p;u|P16949;S38-p;u|P31943;T107-p;u|P27708;S1038-p;u|P52597;S107-p;u|Q9C0C2;S601-p;u|P51812;S715-p;u|Q92530;S153-p;u|Q14247;T399-p;u|Q8TAP8;S52-p;u|P30050;S165-p;u|P20290;T182-p;u|O00151;S90-p;u|O14545;S327-p;u|Q9Y266;S139-p;u|Q9H910;S97-p;u|P23396;T221-p;u|P06733;S263-p;u|P55209;T62-p;u|Q9Y6G9;S516-p;u|Q6PCE3;S175-p;u|P52597;S104-p;u|Q96AE4;S140-p;u|Q9NTJ3;S22-p;u|Q13501;S272-p;u|P29966;S81-p;u|Q09666;T3716-p;u|Q16643;T346-p;u|P19338;S563-p;u|P20700;S23-p;u|Q7Z309;S115-p;u|P20700;T20-p;u|Q15046;S596-p;u|Q9UKS6;T324-p;u|Q9H6F5;S80-p;u|Q9UQ35;S1320-p;u|Q8IWZ8;S411-p;u|Q14247;T401-p;u|Q8IWZ8;S409-p;u|P85037;T436-p;u|Q92945;S181-p;u|P04083;S170-p;u|P60866;T9-p;u|P04083;S37-p;u|Q8WXI9;T120-p;u|P52292;S62-p;u|P46013;S308-p;u|Q13573;S224-p;u|Q13573;S232-p;u|P49023;S106-p;u|Q96E09;S143-p;u|Q96E09;S147-p;u|Q8WXI9;S135-p;u|Q7Z5L9;S460-p;u|Q9H2U2;S317-p;u|O95817;S377-p;u|Q9BYG3;T234-p;u|Q9UQ35;S1329-p;u|Q9BYG3;T238-p;u|Q9BUW7;S82-p;u|Q8NBJ5;S616-p;u|Q09666;T4100-p;u|Q09666;T4564-p;u|P22234;S27-p;u|O14545;S479-p;u|P04083;S34-p;u|Q09666;S41-p;u|P25789;S13-p;u|Q9Y5M8;S257-p;u|Q9UKX7;S221-p;u,-2.2144999504
KINASE-iKiP_MAPK10.JNK3,37.2,0.8894887555,Q8WUF5;S567-p;u|P05198;T279-p;u|P28066;S56-p;u|Q14847;T104-p;u|Q9Y2X7;S362-p;u|Q14247;S418-p;u|P51812;S715-p;u|Q92530;S153-p;u|O43242;S430-p;u|Q9C0C2;S1385-p;u|Q9HCD6;S169-p;u|O14545;S327-p;u|Q15545;S201-p;u|P27816;S507-p;u|Q15477;S245-p;u|Q9H910;S97-p;u|Q9C0C2;S712-p;u|P23396;T221-p;u|Q86WB0;S370-p;u|O95067;S392-p;u|P06733;S263-p;u|P42677;S11-p;u|P55209;T62-p;u|Q9Y6G9;S516-p;u|Q9Y2W2;S237-p;u|Q9NUQ3;S97-p;u|Q14160;S504-p;u|Q96AE4;S140-p;u|P16949;S25-p;u|O43598;S169-p;u|Q15365;S190-p;u|Q9UHI6;T705-p;u|Q86UE4;T143-p;u|Q16643;T346-p;u|Q8N1F7;S430-p;u|Q9UQ35;S1326-p;u|Q15645;S18-p;u|Q09666;S216-p;u|P29966;S27-p;u|O00161;S110-p;u|Q9BTY7;T388-p;u|P07814;S886-p;u|Q9H6F5;S80-p;u|Q9UQ35;S1320-p;u|O43765;T81-p;u|Q15773;S238-p;u|Q92945;S181-p;u|Q8WXI9;T120-p;u|P52292;S62-p;u|Q12888;S380-p;u|P16152;S56-p;u|P17812;S574-p;u|P49023;S106-p;u|Q8WXI9;S135-p;u|Q9H2U2;S317-p;u|Q9BUW7;S82-p;u|P15374;S130-p;u|P49792;T1144-p;u|Q09666;T4564-p;u|Q09666;S41-p;u|Q9UQ35;S2272-p;u,0.3889000118
KINASE-iKiP_MAPK1.ERK2,34.4,0.192481203,P29966;S101-p;u|Q9Y4E8;S229-p;u|P49327;T2204-p;u|Q9C0C2;S1297-p;u|P07199;S156-p;u|Q8WUF5;S567-p;u|Q9C0C2;S691-p;u|P10398;S186-p;u|Q12792;S143-p;u|Q99733;T51-p;u|O14745;S280-p;u|P23396;T242-p;u|Q12774;S450-p;u|P31943;T107-p;u|P27708;S1038-p;u|Q9BV73;S2229-p;u|Q09666;S93-p;u|P53621;S173-p;u|Q14247;S418-p;u|P34932;T538-p;u|P52597;S107-p;u|Q9C0C2;S601-p;u|P51812;S715-p;u|Q92530;S153-p;u|Q8TAP8;S52-p;u|Q14160;S1448-p;u|P53396;S481-p;u|Q9C0C2;S1385-p;u|P30050;S165-p;u|Q8TD19;S29-p;u|P07437;T55-p;u|O00151;S90-p;u|Q12888;T1056-p;u|P42566;S814-p;u|Q5T1V6;S160-p;u|Q13200;S16-p;u|Q9Y266;S139-p;u|Q9H773;S85-p;u|P10809;S70-p;u|Q9C0C2;S712-p;u|P23396;T221-p;u|Q86WB0;S370-p;u|Q9NYB0;S203-p;u|P06733;S263-p;u|P42677;S11-p;u|Q9C0C2;S228-p;u|P55209;T62-p;u|Q9Y6G9;S516-p;u|Q7Z5K2;S226-p;u|P33316;S99-p;u|Q7Z5K2;S221-p;u|P68371;T55-p;u|P28715;S384-p;u|Q9Y2W2;S237-p;u|Q9NUQ3;S97-p;u|Q14160;S504-p;u|Q96EK5;S178-p;u|Q9Y6G9;S207-p;u|P00966;T219-p;u|O43598;S169-p;u|Q15365;S190-p;u|Q9NTJ3;S22-p;u|Q86WB0;S344-p;u|O75533;T207-p;u|Q9NQX3;S188-p;u|Q9NQX3;S194-p;u|P48637;S415-p;u|Q6ZW49;S235-p;u|Q8N6T3;S343-p;u|Q86UE4;T143-p;u|Q8N1F7;S430-p;u|P19338;S563-p;u|P20700;S23-p;u|Q9UKG1;S401-p;u|P24928;S1913-p;u|Q15645;S18-p;u|Q9Y4H2;S1203-p;u|P12268;S122-p;u|O75533;T223-p;u|O75533;T227-p;u|Q14980;T2000-p;u|Q86UY5;S357-p;u|Q96T58;S1278-p;u|Q12774;S445-p;u|Q16204;S240-p;u|Q7Z309;S115-p;u|Q7Z309;S119-p;u|P29966;S27-p;u|O14579;S307-p;u|P20700;T20-p;u|P78316;S96-p;u|O95817;S289-p;u|O75533;T211-p;u|P24928;S1920-p;u|Q9BTK6;S237-p;u|Q9UQ35;S1320-p;u|O43765;T81-p;u|Q13610;S57-p;u|Q8TD19;S869-p;u|O95400;S195-p;u|Q15773;S238-p;u|P85037;S445-p;u|P24928;T1885-p;u|Q8WXI9;S122-p;u|Q9BTU6;S51-p;u|Q9Y5A9;S39-p;u|Q9UKS6;S341-p;u|P04083;S37-p;u|Q9UQ35;S1415-p;u|Q15018;S280-p;u|P52292;S62-p;u|Q8N5J2;S103-p;u|Q12888;S380-p;u|P16152;S56-p;u|Q13573;S224-p;u|Q8NE71;S22-p;u|Q9H5H4;S83-p;u|P49023;S106-p;u|Q96E09;S143-p;u|Q96E09;S147-p;u|O75533;T328-p;u|Q8WXI9;S135-p;u|Q9NUU7;S85-p;u|Q9UQ35;S1329-p;u|Q8WW12;T139-p;u|Q9BYG3;T238-p;u|Q9H6F5;S113-p;u|P35269;T389-p;u|P14866;S101-p;u|Q8WYP5;S1218-p;u|Q14137;T106-p;u|Q8NBJ5;S616-p;u|P25205;T722-p;u|Q9UQ35;T1413-p;u|Q09666;T4100-p;u|P49792;T1144-p;u|P07199;T150-p;u|P22234;S27-p;u|Q8WYP5;S1214-p;u|Q15003;S81-p;u|O14545;S479-p;u|Q6Y7W6;S236-p;u|P04083;S34-p;u|O75122;S1029-p;u|Q09666;S41-p;u|O75410;S276-p;u|Q9C0C2;S695-p;u|P23246;T687-p;u|Q13541;S65-p;u|P24534;S8-p;u|Q8WUF5;T123-p;u|Q99081;S67-p;u|O95747;S359-p;u|Q9UKX7;S221-p;u,-2.3596000671
KINASE-iKiP_MAP4K5.KHS1,21.1,0.012,Q13283;S253-p;u|P51858;T184-p;u|Q9Y4K4;S174-p;u|P11940;T319-p;u|P08195;S134-p;u|P13797;S339-p;u|P22626;T140-p;u|P23396;T242-p;u|P62273;S9-p;u|P23921;T751-p;u|P14618;S346-p;u|P42166;T137-p;u|P08708;S113-p;u|P62269;T60-p;u|P23396;S104-p;u|O60716;S230-p;u|P11142;S362-p;u|P62701;S204-p;u|P07195;S44-p;u|P68371;T55-p;u|P18621;S111-p;u|O43175;T78-p;u|P07900;S476-p;u|P06733;S272-p;u|Q9UQ80;T386-p;u|Q9Y4K4;S400-p;u|Q8WXX5;S215-p;u|P07900;T624-p;u|P14618;S100-p;u|Q9Y4K4;S434-p;u|Q01650;T45-p;u|O95757;S579-p;u,6.3808999062
